type_propusk,name_dataset,metric_impute,metric_model,kl_divergence
MCAR_15,Ailerons_regression_goal.csv,KL_divergence_max,R2,0.11547005383792514
MCAR_15,Ailerons_regression_goal.csv,KS_statistic_median,R2,-0.447213595499958
MCAR_15,Ailerons_regression_goal.csv,KS_statistic_max,R2,0.14907119849998599
MCAR_15,Ailerons_regression_goal.csv,Wasserstein_2_median,R2,-0.447213595499958
MCAR_15,Ailerons_regression_goal.csv,Wasserstein_2_max,R2,0.0
MCAR_15,Ailerons_regression_goal.csv,kl_w_vs_w_hat,R2,0.14907119849998599
MCAR_15,Ailerons_regression_goal.csv,ks_w_vs_w_hat,R2,0.4303314829119352
MCAR_15,Ailerons_regression_goal.csv,wasserstein_2_w_vs_w_hat,R2,0.0
MCAR_15,Ailerons_regression_goal.csv,mean_ratio,R2,0.0
MCAR_30,Ailerons_regression_goal.csv,RMSE,R2,-0.5976143046671968
MCAR_30,Ailerons_regression_goal.csv,MAE,R2,-0.5976143046671968
MCAR_30,Ailerons_regression_goal.csv,R2,R2,0.5976143046671968
MCAR_30,Ailerons_regression_goal.csv,KL_divergence_median,R2,-0.5976143046671968
MCAR_30,Ailerons_regression_goal.csv,KL_divergence_max,R2,0.5976143046671968
MCAR_30,Ailerons_regression_goal.csv,KS_statistic_median,R2,-0.35856858280031806
MCAR_30,Ailerons_regression_goal.csv,KS_statistic_max,R2,-0.35856858280031806
MCAR_30,Ailerons_regression_goal.csv,Wasserstein_2_median,R2,-0.35856858280031806
MCAR_30,Ailerons_regression_goal.csv,Wasserstein_2_max,R2,-0.5976143046671968
MCAR_30,Ailerons_regression_goal.csv,kl_w_vs_w_hat,R2,0.6324555320336759
MCAR_30,Ailerons_regression_goal.csv,ks_w_vs_w_hat,R2,-0.6324555320336759
MCAR_30,Ailerons_regression_goal.csv,wasserstein_2_w_vs_w_hat,R2,-0.5976143046671968
MCAR_30,Ailerons_regression_goal.csv,mean_ratio,R2,-0.5976143046671968
MCAR_50,Ailerons_regression_goal.csv,RMSE,R2,-0.6
MCAR_50,Ailerons_regression_goal.csv,MAE,R2,-0.7999999999999999
MCAR_50,Ailerons_regression_goal.csv,R2,R2,0.6
MCAR_50,Ailerons_regression_goal.csv,KL_divergence_median,R2,-0.8366600265340756
MCAR_50,Ailerons_regression_goal.csv,KL_divergence_max,R2,-0.6324555320336759
MCAR_50,Ailerons_regression_goal.csv,KS_statistic_median,R2,-0.10540925533894598
MCAR_50,Ailerons_regression_goal.csv,KS_statistic_max,R2,-0.11952286093343936
MCAR_50,Ailerons_regression_goal.csv,Wasserstein_2_median,R2,-0.8366600265340756
MCAR_50,Ailerons_regression_goal.csv,Wasserstein_2_max,R2,-0.39999999999999997
MCAR_50,Ailerons_regression_goal.csv,kl_w_vs_w_hat,R2,-0.6324555320336759
MCAR_50,Ailerons_regression_goal.csv,ks_w_vs_w_hat,R2,-0.6324555320336759
MCAR_50,Ailerons_regression_goal.csv,wasserstein_2_w_vs_w_hat,R2,-0.6
MCAR_50,Ailerons_regression_goal.csv,mean_ratio,R2,-0.6
MNAR_5,Ailerons_regression_goal.csv,RMSE,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,MAE,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,R2,R2,0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,KL_divergence_median,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,KL_divergence_max,R2,-0.894427190999916
MNAR_5,Ailerons_regression_goal.csv,KS_statistic_median,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,KS_statistic_max,R2,0.0
MNAR_5,Ailerons_regression_goal.csv,Wasserstein_2_median,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,Wasserstein_2_max,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,kl_w_vs_w_hat,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,ks_w_vs_w_hat,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,wasserstein_2_w_vs_w_hat,R2,-0.7453559924999299
MNAR_5,Ailerons_regression_goal.csv,mean_ratio,R2,-0.7453559924999299
MNAR_15,Ailerons_regression_goal.csv,RMSE,R2,-0.894427190999916
MNAR_15,Ailerons_regression_goal.csv,MAE,R2,-0.894427190999916
MNAR_15,Ailerons_regression_goal.csv,R2,R2,0.894427190999916
MNAR_15,Ailerons_regression_goal.csv,KL_divergence_median,R2,-0.894427190999916
MNAR_15,Ailerons_regression_goal.csv,KL_divergence_max,R2,
MNAR_15,Ailerons_regression_goal.csv,KS_statistic_median,R2,-0.894427190999916
MNAR_15,Ailerons_regression_goal.csv,KS_statistic_max,R2,0.14907119849998599
MNAR_15,Ailerons_regression_goal.csv,Wasserstein_2_median,R2,-0.894427190999916
MNAR_15,Ailerons_regression_goal.csv,Wasserstein_2_max,R2,-0.447213595499958
MNAR_15,Ailerons_regression_goal.csv,kl_w_vs_w_hat,R2,0.5773502691896257
MNAR_15,Ailerons_regression_goal.csv,ks_w_vs_w_hat,R2,-0.5773502691896257
MNAR_15,Ailerons_regression_goal.csv,wasserstein_2_w_vs_w_hat,R2,-0.894427190999916
MNAR_15,Ailerons_regression_goal.csv,mean_ratio,R2,-0.894427190999916
MNAR_30,Ailerons_regression_goal.csv,RMSE,R2,-0.8366600265340756
MNAR_30,Ailerons_regression_goal.csv,MAE,R2,-0.8366600265340756
MNAR_30,Ailerons_regression_goal.csv,R2,R2,0.8366600265340756
MNAR_30,Ailerons_regression_goal.csv,KL_divergence_median,R2,-0.8366600265340756
